"Author Name","Auth-ID","Number of Documents","Subject Area","Orc_ID"

"Warganagara, Dezie Leonarda","57211012736","1","Arts and Humanities
Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
"
"Mangindaan, Dave","36621052200","26","Materials Science
Physics and Astronomy
Environmental Science
Earth and Planetary Sciences
Chemistry
Chemical Engineering
Engineering
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
","0000-0001-8657-1709"
"Sari, Nuraini","57195905136","2","Computer Science
Engineering
Business, Management and Accounting
"
"Elysisa, Calista","57212312570","1","Physics and Astronomy
"
"Desmond, Michael","57197744634","1","Engineering
Psychology
Computer Science
"
"Buana, Chandra","57205029027","2","Computer Science
Business, Management and Accounting
Earth and Planetary Sciences
Environmental Science
Engineering
Decision Sciences
"
"Galih Salman, Afan","57203140842","1","Computer Science
Social Sciences
"
"Rabiah, Arbi Siti","56450932700","3","Computer Science
Social Sciences
Business, Management and Accounting
Decision Sciences
Arts and Humanities
Economics, Econometrics and Finance
Medicine
"
"Amalia, Ria","56610362800","1","Business, Management and Accounting
"
"Nursanti, Tinjung Desy","56820132600","4","Social Sciences
Arts and Humanities
Economics, Econometrics and Finance
Environmental Science
Mathematics
Engineering
Business, Management and Accounting
Energy
Computer Science
"
"Kelvin","57200443506","1","Computer Science
"
"Manulang, Imanuel Didimus","56025930800","2","Mathematics
Multidisciplinary
"
"Monika, Ruth","57195480908","1","Engineering
Materials Science
"
"Winoto, Tania","57218937411","1","Arts and Humanities
Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
"
"Yopy, Maulana","57201351609","1","Environmental Science
Earth and Planetary Sciences
"
"Piyantina, Ratu Desita","57208335971","1","Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
"
"Priadi, Muhammad Luthfi","56509471200","1","Computer Science
"
"Tedjopranoto, Mikael L.","57210724940","1","Computer Science
Decision Sciences
"
"Tandio, Michael Harley","57203843082","1","Computer Science
"
"Yufriadi, Ebnu","57210893880","4","Engineering
Business, Management and Accounting
Social Sciences
"
"Kartiko, Mohamad","57210972271","1","Physics and Astronomy
"
"Anggraini, Nina","57211323430","4","Computer Science
Engineering
Business, Management and Accounting
Social Sciences
"
"Fitriawati, Nora","57219565972","1","Computer Science
Decision Sciences
Business, Management and Accounting
"
"Gresshinta","57213156243","1","Engineering
Computer Science
"
"Khristian Edi, N. S.","56520322500","1","Earth and Planetary Sciences
"
"Kosala, Raymond","36194762800","85","Computer Science
Social Sciences
Engineering
Decision Sciences
Business, Management and Accounting
Mathematics
Economics, Econometrics and Finance
Medicine
Environmental Science
Physics and Astronomy
Materials Science
Arts and Humanities
Energy
Earth and Planetary Sciences
Psychology
"
"Setianto, Fauzi","57210461228","1","Computer Science
Decision Sciences
"
"Wiryana, Fanny","57200161564","4","Computer Science
Agricultural and Biological Sciences
Chemical Engineering
Environmental Science
"
"Keumala, A. R.","57216130094","1","Environmental Science
Earth and Planetary Sciences
"
"Sen, Tan Hauw","57212063482","1","Chemical Engineering
"
"Ariesta, Freddy Widya","57203999861","4","Social Sciences
Computer Science
Business, Management and Accounting
Engineering
Physics and Astronomy
"
"Ayuanda, Nada","57211264414","2","Computer Science
Business, Management and Accounting
Physics and Astronomy
Social Sciences
Engineering
Medicine
Decision Sciences
"
"Raharjo, Yosua Dwi","57218794340","1","Engineering
Computer Science
"
"Marshela, Merry","57208600290","1","Computer Science
Social Sciences
"
"Khalil, Aulia Absari","56978711200","1","Computer Science
"
"Adam, Angry Ronald","56157870000","3","Computer Science
Social Sciences
Decision Sciences
Mathematics
"
"Suroso, Jarot S.","56979307800","48","Computer Science
Engineering
Decision Sciences
Business, Management and Accounting
Mathematics
Materials Science
Social Sciences
Arts and Humanities
Medicine
Chemistry
","0000-0002-9416-0237"
"Sherlyn","57217866699","1","Social Sciences
"
"Utaminingsih, Khairunnisa Tri","57219563324","1","Computer Science
Decision Sciences
Business, Management and Accounting
"
"Fahira, Dinda","57219572266","1","Decision Sciences
Computer Science
Business, Management and Accounting
"
"Aurelia","57212381980","1","Business, Management and Accounting
"
"Hairuman, Andika","57212193414","1","Computer Science
Physics and Astronomy
Engineering
Decision Sciences
"
"Kristiyanto, Jeffry","57219573592","1","Computer Science
Decision Sciences
Business, Management and Accounting
"
"Tjie-Liong, Gouw","57189490453","1","Agricultural and Biological Sciences
Earth and Planetary Sciences
"
"Setiawan, Agus","57195329222","1","Engineering
"
"More L, Artabo Will","57219567055","1","Computer Science
Decision Sciences
Business, Management and Accounting
"
"Putri, Eufrasia Acintya","57211440235","1","Engineering
Business, Management and Accounting
Social Sciences
"
"Napitupulu, Togar Alam","36816282200","39","Computer Science
Mathematics
Engineering
Social Sciences
Decision Sciences
Business, Management and Accounting
Environmental Science
Energy
Medicine
Physics and Astronomy
Chemistry
"
"Russell, Andrew","57220546493","1","Computer Science
"
"Damayasih, Nadiya","57210887820","1","Engineering
Business, Management and Accounting
Social Sciences
"
"Armansyah, A.","57193896753","1","Engineering
Materials Science
"
"Widyanto, Felita","57200396500","1","Business, Management and Accounting
Economics, Econometrics and Finance
"
"Sasmoko, Sasmoko","56958616200","120","Computer Science
Social Sciences
Engineering
Business, Management and Accounting
Environmental Science
Decision Sciences
Medicine
Chemical Engineering
Earth and Planetary Sciences
Arts and Humanities
Mathematics
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Energy
Economics, Econometrics and Finance
Pharmacology, Toxicology and Pharmaceutics
Materials Science
","0000-0001-9219-9237"
"Dedy Pradipto, Yosef","57203063236","1","Computer Science
Medicine
Decision Sciences
Social Sciences
"
"Leonardo, Fransiscus","57188979994","1","Engineering
"
"Imaduddin, Muhammad","57218381025","1","Mathematics
Computer Science
"
"Kristin, Desi Maya","57193380899","8","Computer Science
Decision Sciences
Business, Management and Accounting
Medicine
Social Sciences
Engineering
Earth and Planetary Sciences
Arts and Humanities
Economics, Econometrics and Finance
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Biochemistry, Genetics and Molecular Biology
"
"Baskara, Hilman","57220077244","1","Engineering
Physics and Astronomy
Business, Management and Accounting
"
"Saputra, S. H.","56203596600","1","Earth and Planetary Sciences
Environmental Science
"
"Rachmayanti","57216123628","1","Environmental Science
Earth and Planetary Sciences
"
"Novita, Novita","57193390200","2","Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
Decision Sciences
Computer Science
","0000-0002-7455-1214"
"Natassia, Diane","57216502835","1","Business, Management and Accounting
"
"Simbolon, Siharparulian Hendrik","57217586504","3","Engineering
Physics and Astronomy
Computer Science
"
"Shreevasta","57217089264","1","Computer Science
"
"Hamsal, Mohammad","56820195200","25","Business, Management and Accounting
Computer Science
Social Sciences
Engineering
Decision Sciences
Economics, Econometrics and Finance
Arts and Humanities
Mathematics
Energy
Environmental Science
Medicine
Pharmacology, Toxicology and Pharmaceutics
Materials Science
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
"
"Susanto, Maureen","56436479000","1","Business, Management and Accounting
"
"Hidayat, Desman","57216810529","4","Business, Management and Accounting
Computer Science
Engineering
Decision Sciences
Physics and Astronomy
Energy
"
"Setyo, Josua","57214937309","1","Engineering
Computer Science
"
"Santo, Paulus Aluk Fajar Dwi","57211279490","1","Engineering
Business, Management and Accounting
Social Sciences
"
"Sofian, Ferane Aristrivani","57217975990","2","Business, Management and Accounting
Computer Science
Decision Sciences
Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
"
"Wulandari, Titut","57216131231","1","Earth and Planetary Sciences
Environmental Science
"
"Sitinjak, Martinus Fieser","57193170380","5","Business, Management and Accounting
Economics, Econometrics and Finance
Decision Sciences
Social Sciences
Computer Science
Earth and Planetary Sciences
Arts and Humanities
Environmental Science
Engineering
","0000-0003-4355-2625"
"Susanto, Mario","55015013700","1","Mathematics
Computer Science
"
"Sunarsa, Kevin Dwiki Novaldi","57219238455","1","Engineering
"
"Muliono, Yohan","57202954985","3","Computer Science
Mathematics
"
"Congronegoro, Chainardy","56433478400","1","Engineering
"
"Augustin, Kerin","57219877184","1","Engineering
Physics and Astronomy
Business, Management and Accounting
"
"Tanachi, Ricco","57207762979","1","Earth and Planetary Sciences
Environmental Science
"
"Rosalin, Kelly","57196277570","3","Physics and Astronomy
Arts and Humanities
Computer Science
Social Sciences
"
"Adriana, Friska","57219226470","1","Engineering
"
"Harahap, Monika Yulinda","57219570688","1","Computer Science
Decision Sciences
Business, Management and Accounting
"
"Christine","57205024193","1","Computer Science
Engineering
Business, Management and Accounting
Decision Sciences
"
"Fahlevi, Mochammad","57211888309","31","Pharmacology, Toxicology and Pharmaceutics
Earth and Planetary Sciences
Environmental Science
Energy
Decision Sciences
Biochemistry, Genetics and Molecular Biology
Computer Science
Immunology and Microbiology
Business, Management and Accounting
Medicine
Engineering
","0000-0002-1419-8308"
"Mariani, Minsani","56299905200","4","Business, Management and Accounting
Social Sciences
Decision Sciences
Arts and Humanities
Economics, Econometrics and Finance
Engineering
","0000-0002-9092-8229"
"Nadhila, Vanessa","57216153490","1","Computer Science
Social Sciences
"
"Sibuea, Febry P.J.","57216491874","1","Mathematics
Computer Science
"
"Yudhisthira, A. N.","57211245203","1","Computer Science
"
"Handoyono, Yessi","57211405004","1","Engineering
Computer Science
"
"Prameswari, Andini Anindya","57210883426","1","Engineering
Business, Management and Accounting
Social Sciences
"
"Kasim, Hendy","57210369865","2","Business, Management and Accounting
"
"Diyapradana, Taruna","57076902900","1","Engineering
"
"Delima, Dea","57197745932","1","Engineering
Computer Science
Psychology
"
"Ranny, Ranny","57216371148","1","Computer Science
Mathematics
Decision Sciences
"
"Vincent","57220043028","1","Engineering
Social Sciences
Computer Science
"
"Andangsari, Esther Widhi","57191035003","8","Computer Science
Social Sciences
Engineering
Multidisciplinary
Environmental Science
Mathematics
Decision Sciences
Physics and Astronomy
Energy
","0000-0002-0073-5985"
"Septiafani, L. G.","57207770595","2","Environmental Science
Earth and Planetary Sciences
"
"Defan, Juliasco","57219469400","1","Pharmacology, Toxicology and Pharmaceutics
"
"Ngatindriatun","57208326328","2","Social Sciences
Economics, Econometrics and Finance
Arts and Humanities
Business, Management and Accounting
"
"Sunarto, Rintismardika","57217582114","1","Engineering
"
"Mayangsari, Sonia","57211474459","1","Computer Science
Social Sciences
Decision Sciences
"
"Karima, M. I.","57216131207","1","Environmental Science
Earth and Planetary Sciences
"
"Liu, Stefanie","57213166431","4","Computer Science
Engineering
Mathematics
Business, Management and Accounting
Decision Sciences
"
"Anggraeni, Marcelina","57212136120","1","Engineering
"
"Indira, Hana","57207758018","1","Earth and Planetary Sciences
Environmental Science
"
"Hariawan, Agus S.","57200160296","2","Computer Science
Engineering
"
"Budiman, Alvin","57207827992","1","Engineering
"
"Bawono, Marindra","8348759200","2","Engineering
Business, Management and Accounting
"
"Wijaya, Indra","57211242169","1","Computer Science
"
"Soraya, Zelda","57194945210","1","Computer Science
Decision Sciences
"
"Ruki, Ulli Aulia","57193344354","2","Social Sciences
Physics and Astronomy
Energy
Environmental Science
Mathematics
Engineering
Computer Science
","0000-0003-0494-4378"
"Ilham, Muhammad","57195379528","1","Computer Science
"
"Adiyansjah","57211242153","1","Computer Science
"
"Tanasal, Albert Hero","57219237159","1","Engineering
"
"Pranoto, Hady","56979246100","5","Computer Science
Medicine
Social Sciences
Decision Sciences
"
"Pramono, Muhammad Farrel","57203042323","1","Computer Science
Mathematics
Engineering
"
"Ienneke, Indra Dewi","57216505909","1","Physics and Astronomy
"
"Hidajat, Monica","56841492400","7","Computer Science
Decision Sciences
Social Sciences
Engineering
Business, Management and Accounting
Medicine
Physics and Astronomy
Psychology
"
"Yoshua","57207761674","1","Earth and Planetary Sciences
Environmental Science
"
"Kusumaningayu, Fajar","57202151019","2","Computer Science
Engineering
Decision Sciences
"
"Turnip, Kevin Berson S.","57205027233","2","Computer Science
Business, Management and Accounting
Engineering
Mathematics
Decision Sciences
"
"Kusuma, Gede Putra","24474615100","55","Computer Science
Engineering
Business, Management and Accounting
Decision Sciences
Physics and Astronomy
Mathematics
Social Sciences
Environmental Science
Energy
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Agricultural and Biological Sciences
"
"Gozali, Harry","56820231400","2","Business, Management and Accounting
Social Sciences
Energy
Economics, Econometrics and Finance
Environmental Science
Mathematics
Engineering
Computer Science
"
"Wibisurya, Aswin","56925420500","8","Computer Science
Social Sciences
Decision Sciences
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Medicine
"
"Prasetyadi, R.","57216132526","1","Environmental Science
Earth and Planetary Sciences
"
"Hardanto, Lilik Tri","57216133853","2","Earth and Planetary Sciences
Environmental Science
"
"Romulo, Andreas","57217907881","8","Earth and Planetary Sciences
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Medicine
","0000-0002-1034-5817"
"Tjhie, Randy","57216935221","1","Business, Management and Accounting
Computer Science
Decision Sciences
"
"Gunawan, William","57203835625","1","Computer Science
"
"Kurniati, Agnes","56979226500","2","Computer Science
"
"Adrianus","56565600500","1","Mathematics
Computer Science
"
"Yapson, Johan","57207758028","1","Environmental Science
Earth and Planetary Sciences
"
"Ardiani, Yanita Mila","57210606101","7","Environmental Science
Earth and Planetary Sciences
"
"Tarigan, Riswan Efendi","56497102500","4","Computer Science
Mathematics
Engineering
Decision Sciences
"
"Tindas, Arnold","57208334808","1","Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
"
"Maida Basrian, Fiona","57193692913","1","Engineering
Chemistry
Materials Science
"
"Assidqi, Khoirunnisa","57191482393","6","Earth and Planetary Sciences
Environmental Science
Agricultural and Biological Sciences
Energy
Pharmacology, Toxicology and Pharmaceutics
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Chemistry
"
"Ompusungg, Angelia P.","57218828353","1","Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
"
"Saddam","57211263965","1","Computer Science
Business, Management and Accounting
Social Sciences
Medicine
Decision Sciences
"
"Chandra, Yakob Utama","57193867368","21","Computer Science
Decision Sciences
Engineering
Business, Management and Accounting
Social Sciences
Medicine
Physics and Astronomy
Mathematics
Health Professions
Agricultural and Biological Sciences
","0000-0002-4231-4513"
"Kusuma, Allen Pranata","56820056400","1","Social Sciences
Energy
Environmental Science
Engineering
Mathematics
Computer Science
"
"Abbas, Bahtiar Saleh","55835973000","92","Computer Science
Engineering
Mathematics
Business, Management and Accounting
Decision Sciences
Physics and Astronomy
Social Sciences
Environmental Science
Earth and Planetary Sciences
Arts and Humanities
Economics, Econometrics and Finance
Materials Science
Medicine
Energy
Multidisciplinary
Agricultural and Biological Sciences
"
"Pratama, Devriady","57203089840","2","Computer Science
Social Sciences
Decision Sciences
Medicine
"
"Gunawan, Andree","57213667215","1","Computer Science
"
"Lampouw, Yenny Fransisca","57207797601","1","Mathematics
Computer Science
"
"Satria, Thomas Galih","57211269269","1","Computer Science
Business, Management and Accounting
Social Sciences
Medicine
Decision Sciences
"
"Putra, Andi Bayu","56005187600","1","Earth and Planetary Sciences
Environmental Science
"
"Dihardja, Jessica Wahyu","56300173600","1","Business, Management and Accounting
Decision Sciences
"
"Titan, T.","57219698211","1","Computer Science
Engineering
Decision Sciences
"
"Wijaya, Kristian","54992252900","1","Computer Science
"
"Abdillah, Lufty","57220157274","1","Engineering
Materials Science
Environmental Science
"
"Cahyani, Anggita Dian","56025723900","11","Computer Science
Mathematics
Engineering
Social Sciences
Environmental Science
Psychology
Physics and Astronomy
Energy
Multidisciplinary
"
"Sentosa, Yohana Wardana","57210887811","1","Engineering
Business, Management and Accounting
Social Sciences
"
"Syarif, Ernest Caesar Omar","57220024726","1","Engineering
Business, Management and Accounting
Decision Sciences
"
"Aryusmar, Darman","57216509489","1","Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
"
"Pramanto, Haryo","57216635165","1","Engineering
"
"Nitihardjo, Evelyn Carolina","57191332053","1","Business, Management and Accounting
"
"Islami, Nofra Mega","57211625747","1","Engineering
Computer Science
Environmental Science
"
"Ramayani, Harly","57203065883","1","Computer Science
Medicine
Social Sciences
Decision Sciences
"
"Lianawati, Y.","57211334177","1","Engineering
Business, Management and Accounting
"
"Ramadhan, Muhamad Rifaldy","57211264392","1","Computer Science
Business, Management and Accounting
Social Sciences
Medicine
Decision Sciences
"
"Budiwan, Teddy Indira","57194552207","5","Computer Science
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Social Sciences
Medicine
Decision Sciences
Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Environmental Science
Engineering
Chemical Engineering
"
"Faustine, Calvin","57219569639","1","Computer Science
Decision Sciences
Business, Management and Accounting
"
"Kusdiana, R. N.","57201352177","1","Environmental Science
Earth and Planetary Sciences
"
"Atmojo, Robertus Nugroho Perwiro","56026616500","13","Computer Science
Social Sciences
Engineering
Business, Management and Accounting
Mathematics
Medicine
Decision Sciences
Arts and Humanities
Economics, Econometrics and Finance
Physics and Astronomy
Multidisciplinary
","0000-0001-6053-9276"
"Putri, Ratu Ayu Asih Kusuma","57197745089","2","Earth and Planetary Sciences
Environmental Science
Engineering
Computer Science
Psychology
"
"Ganadhi, Egbert Michael","57219600804","1","Computer Science
"
"Mujiatun, Siti","57221120449","2","Computer Science
Decision Sciences
Business, Management and Accounting
Social Sciences
Mathematics
Medicine
"
"Karsen, Marisa","56530684500","13","Computer Science
Decision Sciences
Social Sciences
Business, Management and Accounting
Engineering
Medicine
Mathematics
"
"Herdian","57211204769","1","Computer Science
"
"Saputra, Nopriadi","57204048565","5","Business, Management and Accounting
Computer Science
Decision Sciences
Arts and Humanities
Economics, Econometrics and Finance
Environmental Science
Engineering
Medicine
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Social Sciences
","0000-0002-0830-1903"
"Triantoro, Rionaldy","57216133817","1","Earth and Planetary Sciences
Environmental Science
"
"Sharron, Lena","57191032803","1","Social Sciences
Energy
Environmental Science
Engineering
Mathematics
Computer Science
"
"Reza, Ali","56978972600","1","Computer Science
"
"Sriyanto, Hari","57194586458","3","Computer Science
Social Sciences
Physics and Astronomy
Energy
Environmental Science
Mathematics
Engineering
"
"Vasthi, Claresta","57205021064","1","Computer Science
Engineering
Business, Management and Accounting
Decision Sciences
"
"Pranama, Doni Nathaniel","56192091700","1","Computer Science
"
"Banglali, Nadhia Prili","57219924864","1","Social Sciences
"
"Tho, Cuk","57203093033","2","Computer Science
Medicine
Decision Sciences
Social Sciences
"
"Maulana, Rizki Jaka","57215056439","1","Physics and Astronomy
Engineering
Business, Management and Accounting
"
"Kwamila, Oryza Siti","57210891934","1","Engineering
Business, Management and Accounting
Social Sciences
"
"Lindy, Cinthya Dwi","56979358600","1","Computer Science
"
"Raditya, Arvin","57214912867","1","Engineering
Business, Management and Accounting
Decision Sciences
"
"Saleh, Robby","57193251415","6","Computer Science
Engineering
Physics and Astronomy
Earth and Planetary Sciences
Business, Management and Accounting
Environmental Science
Social Sciences
Mathematics
"
"Pratiwi, V. I.","57193387436","1","Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
"
"Ch, Rina Patriana","57193682747","1","Social Sciences
Energy
Environmental Science
Engineering
Mathematics
Computer Science
"
"Chang, Calvin","57211188973","4","Computer Science
Social Sciences
Physics and Astronomy
Engineering
Decision Sciences
"
"Simanjuntak, Dita Madonna","57208862394","2","Engineering
Computer Science
"
"Jericho, Ignatius","57219569617","1","Computer Science
Decision Sciences
Business, Management and Accounting
"
"Heryanto","57216501551","1","Physics and Astronomy
"
"Fransisca","57200128176","3","Engineering
Business, Management and Accounting
Economics, Econometrics and Finance
Computer Science
"
"Suryawan, Angellia Debora","57210967676","3","Computer Science
Business, Management and Accounting
Social Sciences
Decision Sciences
Engineering
Medicine
"
"Raymond","57219571928","1","Decision Sciences
Computer Science
Business, Management and Accounting
"
"Sarungu, Cornelius Mellino","57203059160","1","Computer Science
Engineering
Decision Sciences
"
"Ramadhan, Jihad Fahri","57221082670","1","Engineering
Computer Science
"
"Elysia, Elysia","57184241200","1","Mathematics
Computer Science
"
"Lestari, Nurul Sukma","57205497288","6","Business, Management and Accounting
Environmental Science
Earth and Planetary Sciences
Social Sciences
Decision Sciences
Computer Science
Economics, Econometrics and Finance
","0000-0002-5868-8296"
"Mahesworo, Bharuno","57211237664","12","Computer Science
Earth and Planetary Sciences
Environmental Science
Decision Sciences
Engineering
Medicine
Business, Management and Accounting
Mathematics
Health Professions
Social Sciences
Biochemistry, Genetics and Molecular Biology
Neuroscience
"
"Werhoru, David","57197749458","3","Physics and Astronomy
Computer Science
Social Sciences
"
"Evelina, Lidya Wati","56820173800","5","Computer Science
Social Sciences
Decision Sciences
Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Environmental Science
Mathematics
Engineering
Medicine
Energy
"
"Utami, Ami Fitri","57210624869","5","Business, Management and Accounting
Social Sciences
Economics, Econometrics and Finance
Computer Science
Arts and Humanities
Decision Sciences
"
"Claudia, R.","57209449910","1","Physics and Astronomy
"
"Ansori, Ahmad Lutfi","57200364275","1","Environmental Science
Earth and Planetary Sciences
"
"Tjung, Hok Bun","57195279247","1","Engineering
"
"Kurniawan, Shelvy","57208330429","2","Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
"
"Putra, Yudha Pratama","57203279467","1","Computer Science
"
"Ramadian, Erlangga","56820160500","1","Social Sciences
Energy
Environmental Science
Mathematics
Engineering
Computer Science
"
"Handoko, Bambang Leo","57188708917","35","Computer Science
Engineering
Business, Management and Accounting
Decision Sciences
Social Sciences
Economics, Econometrics and Finance
Medicine
Biochemistry, Genetics and Molecular Biology
Arts and Humanities
Immunology and Microbiology
Nursing
Psychology
Pharmacology, Toxicology and Pharmaceutics
Physics and Astronomy
Environmental Science
","0000-0001-7218-8362"
"Sudarma, Hantze","57188927689","3","Computer Science
Engineering
Psychology
"
"Warnars, Harco Leslie Hendric Spits","57219696428","134","Computer Science
Engineering
Social Sciences
Decision Sciences
Business, Management and Accounting
Mathematics
Physics and Astronomy
Medicine
Materials Science
Environmental Science
Earth and Planetary Sciences
Energy
Multidisciplinary
","0000-0002-5942-417X"
"Kristofel, Luis","56426522700","1","Computer Science
"
"Sheila","57208335281","1","Arts and Humanities
Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
"
"Sablan, Bruno","57195904726","4","Computer Science
Business, Management and Accounting
Decision Sciences
Social Sciences
Engineering
Medicine
"
"Adistyasari, Nancy","57216899839","1","Engineering
Computer Science
"
"Sanjaya, Christine","36816471800","1","Computer Science
Engineering
"
"Bhaskoro, Raden Alvin","57219569671","1","Decision Sciences
Computer Science
Business, Management and Accounting
"
"Madeleine Tirtamulia, Leonie","57205024136","1","Computer Science
Engineering
Business, Management and Accounting
Decision Sciences
"
"Salim, William","55990896700","3","Computer Science
Engineering
"
"Fernandus, Fredy","57216752189","1","Engineering
Computer Science
"
"Ritawati","57214713519","1","Mathematics
Computer Science
"
"Agnes","56349222500","1","Computer Science
"
"Adiningrat, Rangga Nata","57221092892","1","Engineering
Computer Science
"
"Jonathan, William","57220038512","1","Engineering
Business, Management and Accounting
Decision Sciences
"
"Sofiana, Yunida","57193345601","4","Environmental Science
Earth and Planetary Sciences
Social Sciences
Energy
Engineering
Mathematics
Computer Science
"
"Dista Riza Wirman, M.","56495438900","1","Computer Science
"
"Indiyarto, Wick","57189227793","1","Computer Science
"
"Maputra, Candra","56820214000","1","Social Sciences
Energy
Environmental Science
Engineering
Mathematics
Computer Science
"
"Yossy, Emny Harna","57200167776","13","Computer Science
Decision Sciences
Engineering
Social Sciences
Business, Management and Accounting
Environmental Science
Mathematics
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
"
"Pasuhuk, Joovanny Allen Randy","57204636915","1","Engineering
Materials Science
Business, Management and Accounting
"
"Barata, Marcos","57203141241","1","Computer Science
Social Sciences
"
"Novita, Ria","57216755226","1","Computer Science
"
"Pujadi, Tri","57194549490","7","Computer Science
Decision Sciences
Social Sciences
Business, Management and Accounting
Medicine
Physics and Astronomy
Engineering
"
"Ferian, Andika","57208329410","1","Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
"
"Widyanto, Toto","57209538634","1","Computer Science
Mathematics
"
"Margiono, Ari","57196481883","3","Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
","0000-0003-4722-4709"
"Rahutomo, Reza","57203844500","15","Computer Science
Decision Sciences
Business, Management and Accounting
Social Sciences
Medicine
Earth and Planetary Sciences
Environmental Science
Mathematics
"
"Abram, Kevin","57219569655","1","Computer Science
Decision Sciences
Business, Management and Accounting
"
"Erna Bernadetta, S.","57219570648","1","Decision Sciences
Computer Science
Business, Management and Accounting
"
"Deniswara, Kevin","57211856704","3","Engineering
Computer Science
Business, Management and Accounting
Economics, Econometrics and Finance
Pharmacology, Toxicology and Pharmaceutics
Decision Sciences
"
"Adillah, Imada","57211237630","2","Engineering
Computer Science
"
"Aldawira, Cornelio Revelivan","57211237636","1","Computer Science
"
"Fifilia","57201340130","5","Computer Science
Business, Management and Accounting
Engineering
Decision Sciences
Social Sciences
Medicine
"
"Satiya, Oranut","57194215699","2","Computer Science
Arts and Humanities
"
"Sofyan, Tan","57212081351","1","Energy
Earth and Planetary Sciences
Environmental Science
"
"Leonardo","57220022159","1","Engineering
Business, Management and Accounting
Decision Sciences
"
"Siahaan, Mangapul","57208665893","1","Mathematics
Computer Science
"
"Fendiani, A.","57192065732","1","Arts and Humanities
Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
"
"Erdiyana, Hikmat Fauzy","57211267496","1","Computer Science
Business, Management and Accounting
Social Sciences
Medicine
Decision Sciences
"
"Evy, Ekawati","57193386125","1","Arts and Humanities
Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
"
"Juan, Yediya","57197745054","1","Engineering
Psychology
Computer Science
"
"Setiadi, Timmy","57219570634","1","Decision Sciences
Computer Science
Business, Management and Accounting
"
"Ce, Win","57203059123","7","Computer Science
Decision Sciences
Business, Management and Accounting
Social Sciences
Medicine
Engineering
"
"Bontan, Darwin Julius","57200373058","1","Environmental Science
Earth and Planetary Sciences
"
"Chie, Hohwi","57203389959","3","Earth and Planetary Sciences
Environmental Science
Engineering
Business, Management and Accounting
Decision Sciences
"
"Ardianto, Ragil Martha","56225461900","1","Business, Management and Accounting
Computer Science
"
"Andika, Aditya","57213096818","8","Earth and Planetary Sciences
Environmental Science
Business, Management and Accounting
Engineering
Computer Science
Decision Sciences
"
"Simon, Michael","57207194184","1","Engineering
"
"Nurlaila, Ika","57217958627","3","Computer Science
Decision Sciences
Business, Management and Accounting
Social Sciences
Engineering
"
"Jonathan, Andrew","57219567857","1","Computer Science
Decision Sciences
Business, Management and Accounting
"
"Meilani","57218540720","10","Earth and Planetary Sciences
Environmental Science
Engineering
Physics and Astronomy
Materials Science
Chemistry
"
"Ho Kang, Chul","57208346771","2","Mathematics
Computer Science
"
"Nasrul, Lessya","57218883993","1","Arts and Humanities
Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
"
"Salim, Yafet","57220038438","1","Engineering
Social Sciences
Computer Science
"
"Jansen, Vincent Valentine","57219225916","1","Computer Science
"
"Christ, Mogi Jordan","57212382362","2","Computer Science
Social Sciences
Engineering
Decision Sciences
"
"Putra, Arman Syah","57207730568","3","Computer Science
"
"Colin, Vincent","57211241676","1","Computer Science
"
"Santoso, Stephen W.","56411729000","2","Computer Science
Business, Management and Accounting
Social Sciences
Medicine
Decision Sciences
"
